"No.","Time","Source","Destination","Protocol","Length","Service UUID","Value","Value","Info"
"23231","221.024024","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"23431","222.704546","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d011f89","00ff00009a0d011f89","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"23568","223.850759","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"23724","225.132562","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d011f89","00ff00009a0d011f89","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"23921","226.571660","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d011f89","00ff00009a0d011f89","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"24089","227.861386","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0120b6","00ff00009a0d0120b6","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"24229","229.026447","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"24347","230.291412","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0121b7","00ff00009a0d0121b7","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"24433","231.450321","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"24509","232.493070","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0120b6","00ff00009a0d0120b6","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"24598","233.648888","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"24716","234.661756","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0122b4","00ff00009a0d0122b4","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"24929","236.499309","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"25067","237.757064","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0121b7","00ff00009a0d0121b7","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"25240","238.901384","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"25480","240.892284","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0122b4","00ff00009a0d0122b4","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"25614","242.025604","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"25746","243.775672","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0121b7","00ff00009a0d0121b7","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"25840","244.925159","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"25955","246.277792","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0122b4","00ff00009a0d0122b4","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"26092","247.451759","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"26274","248.826930","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0121b7","00ff00009a0d0121b7","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"26424","250.025788","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"26634","251.664519","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0121b7","00ff00009a0d0121b7","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"26832","253.304544","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0121b7","00ff00009a0d0121b7","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"26984","254.794129","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0122b4","00ff00009a0d0122b4","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"27083","256.050955","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"27189","257.513738","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0121b7","00ff00009a0d0121b7","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"27313","258.701618","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"27502","260.421482","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0121b7","00ff00009a0d0121b7","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"27736","262.435962","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0121b7","00ff00009a0d0121b7","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"27880","263.645286","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0121b7","00ff00009a0d0121b7","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"28074","265.020608","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0122b4","00ff00009a0d0122b4","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"28210","266.150903","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"28373","268.347889","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0121b7","00ff00009a0d0121b7","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"28451","269.501692","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"28634","271.395590","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0121b7","00ff00009a0d0121b7","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"28897","273.610402","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0121b7","00ff00009a0d0121b7","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"29097","275.219904","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0122b4","00ff00009a0d0122b4","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"29225","276.376131","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"29433","277.893290","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0121b7","00ff00009a0d0121b7","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"29557","279.050001","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"29705","281.011920","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0122b4","00ff00009a0d0122b4","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"29789","282.153803","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"30080","284.877594","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0121b7","00ff00009a0d0121b7","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"30213","286.075841","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"30464","288.130542","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0125b3","00ff00009a0d0125b3","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"30809","291.019016","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"31001","293.630455","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0124b2","00ff00009a0d0124b2","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"31092","294.801181","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"31365","297.136038","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d012eb8","00ff00009a0d012eb8","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"32011","302.775045","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"32489","308.386434","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0122b4","00ff00009a0d0122b4","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"32840","311.330865","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0128be","00ff00009a0d0128be","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"32960","312.276206","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"33372","315.955537","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0128be","00ff00009a0d0128be","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"33498","317.715461","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0128be","00ff00009a0d0128be","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"33597","319.179022","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0129bf","00ff00009a0d0129bf","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"33728","320.376683","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"33890","321.743313","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0127b1","00ff00009a0d0127b1","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"34133","323.601641","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"34358","325.495800","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0127b1","00ff00009a0d0127b1","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"34644","327.738245","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0129bf","00ff00009a0d0129bf","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"34811","329.653100","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"34878","330.517039","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0128be","00ff00009a0d0128be","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"34976","331.678379","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"35169","333.266422","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0128be","00ff00009a0d0128be","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"35462","335.556618","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d012bbd","00ff00009a0d012bbd","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"35770","338.003088","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"36014","340.016409","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d012abc","00ff00009a0d012abc","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"36132","341.153129","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"36314","343.409879","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d012bbd","00ff00009a0d012bbd","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"36429","344.577969","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"36717","346.863842","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d012dbb","00ff00009a0d012dbb","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"36954","348.702722","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"37220","350.887014","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d012dbb","00ff00009a0d012dbb","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"37454","353.037416","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d012eb8","00ff00009a0d012eb8","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"37556","354.205002","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"37696","356.186161","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d012fb9","00ff00009a0d012fb9","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"37833","357.377132","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"38136","359.838263","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0130a6","00ff00009a0d0130a6","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"38276","361.001958","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"38572","363.462885","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0138ae","00ff00009a0d0138ae","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"38984","368.228333","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"39247","370.508774","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0138ae","00ff00009a0d0138ae","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"39546","372.956954","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0138ae","00ff00009a0d0138ae","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"39746","374.786592","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009a0d0139af","00ff00009a0d0139af","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
"39894","375.954306","Raspberr_e2:fc:fd (Raspberry Pi 4)","MS-NLB-PhysServer-32_04:23:6c:96:de (Blind)","ATT","21","Google Inc.","00ff00009aa1015a31","00ff00009aa1015a31","Sent Write Command, Handle: 0x000e (Google Inc.: SRAM)"
